epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,39644,0.97821,0.85897,1.2717,0.85374,0.79688,0.88026,0.61508,1.05351,0.849,1.25974,0.0010405,0.0010405,0.0010405
183,39858.6,0.97959,0.84782,1.27286,0.85353,0.7971,0.88078,0.6155,1.05378,0.85026,1.26026,0.000991,0.000991,0.000991
184,40073.6,0.97686,0.84572,1.27159,0.85403,0.79606,0.8805,0.61522,1.05367,0.8516,1.26009,0.0009415,0.0009415,0.0009415
185,40288.4,0.98403,0.8527,1.28181,0.85162,0.79628,0.88019,0.61535,1.05385,0.85217,1.26013,0.000892,0.000892,0.000892
186,40503.2,0.97547,0.84649,1.26937,0.8522,0.79574,0.87998,0.61559,1.05409,0.85368,1.26027,0.0008425,0.0008425,0.0008425
187,40718.1,0.96764,0.8338,1.26861,0.84703,0.79809,0.88001,0.61446,1.05331,0.85423,1.25998,0.000793,0.000793,0.000793
188,40932.8,0.97292,0.8347,1.26292,0.84889,0.79729,0.87948,0.61456,1.05284,0.85512,1.25971,0.0007435,0.0007435,0.0007435
189,41147.6,0.96288,0.83305,1.26814,0.84916,0.79731,0.88002,0.61448,1.05298,0.85648,1.25994,0.000694,0.000694,0.000694
190,41362.3,0.96653,0.83353,1.26631,0.84609,0.79908,0.87952,0.61416,1.0527,0.85873,1.25968,0.0006445,0.0006445,0.0006445
191,41577.2,0.98658,0.73787,1.29154,0.84706,0.79884,0.87925,0.6149,1.05257,0.85955,1.25961,0.000595,0.000595,0.000595
192,41792,0.95609,0.7006,1.26732,0.84839,0.79941,0.87981,0.61474,1.05268,0.86086,1.25981,0.0005455,0.0005455,0.0005455
193,42007.2,0.95118,0.68694,1.26147,0.85017,0.79727,0.87954,0.61634,1.05261,0.86249,1.2599,0.000496,0.000496,0.000496
194,42222.2,0.94573,0.68041,1.25446,0.85086,0.79647,0.87983,0.61659,1.05277,0.86342,1.25989,0.0004465,0.0004465,0.0004465
195,42436.5,0.94575,0.67714,1.25833,0.85475,0.79412,0.87927,0.61658,1.0526,0.865,1.2597,0.000397,0.000397,0.000397
